Date of data,Trading partner code,Trading partner,Commodity code,Commodity,Renminbi Yuan
202504,502,United States,10310,Purebred breeding swine,4694168.0
202504,502,United States,10619,Other mammals,1609456.0
202504,502,United States,10649,Other insects,114531.0
202504,502,United States,10690,Other lives animals,9963.0
202504,502,United States,20120,Other cuts with bone in,738294.0
202504,502,United States,20130,Boneless,213928463.0
202504,502,United States,20220,Other cuts with bone in,93143923.0
202504,502,United States,20230,Boneless,600616185.0
202504,502,United States,20322,"Hams, shoulders and cuts thereof, with bone in",55879985.0
202504,502,United States,20329,Other frozen meat of swine,15986452.0
202504,502,United States,20621,"Tongues of bovine animals,frozen",5573951.0
202504,502,United States,20629,"Other edible offal of bovine animals,frozen",32197301.0
202504,502,United States,20649,"Other edible offal of swine,frozen",383397808.0
202504,502,United States,20714,"Cuts and offal, frozen",40696408.0
202504,502,United States,20910,"Pig fat, free of lean meat,not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked",33253.0
202504,502,United States,21019,Other meat of swine,528552.0
202504,502,United States,30312,"Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus) ,frozen",1248836.0
202504,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",56796028.0
202504,502,United States,30363,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) ,frozen",153987490.0
202504,502,United States,30367,"Alaska Pollack (Theragra chalcogramma) ,frozen",31078774.0
202504,502,United States,30389,"Other fish ,frozen",74117291.0
202504,502,United States,30399,"Other fish fins, heads, tails, maws and other edible fish offal,frozen",809658.0
202504,502,United States,30475,Frozen fillets of Alaska Pollock (Theragra chalcogramma),2710122.0
202504,502,United States,30494,"Frozen meat, whether or not minced, of alaska Pollack (Theragra chalcogramma)",7725109.0
