Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202606,502,United States,10619,Other mammals,874394.0
202606,502,United States,10620,Reptiles (including snakes and turtles),39321.0
202606,502,United States,10649,Other insects,230.0
202606,502,United States,10690,Other lives animals,3789.0
202606,502,United States,20810,"Meat and edible meat offal of rabbits or hares,fresh, chilled or frozen",167048.0
202606,502,United States,20890,"Other meat and edible meat offal,fresh, chilled or frozen",175971.0
202606,502,United States,30111,Ornamental fish of freshwater,57161.0
202606,502,United States,30199,"Live fish,nes",62885.0
202606,502,United States,30223,"Sole (Solea spp) ,fresh or chilled",5280.0
202606,502,United States,30289,"Other fish,fresh or chilled",188821.0
202606,502,United States,30323,"Tilapias (Oreochromis spp) , frozen",499370.0
202606,502,United States,30324,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp) , frozen",3675.0
202606,502,United States,30325,"Carp (Cyprinus spp, Carassius spp, Ctenopharyngodon idellus, , frozenHypophthalmichthys spp, Cirrhinus spp, Mylopharyngodon piceus, Catla catla, Labeo spp, Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp)",2144.0
202606,502,United States,30326,"Eels (Anguilla spp) , frozen",27650.0
202606,502,United States,30339,"Other flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae Scophthalmidae and Citharidae), frozen",2081.0
202606,502,United States,30359,"Other herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae),frozen",198789.0
202606,502,United States,30389,"Other fish ,frozen",6375785.0
202606,502,United States,30461,Frozen fillets of tilapias (Oreochromis spp),536473.0
