Date of data,Trading partner code,Trading partner,Commodity code,Commodity,US dollar
202604,502,United States,10619,Other mammals,1061303.0
202604,502,United States,10620,Reptiles (including snakes and turtles),24610.0
202604,502,United States,10649,Other insects,288.0
202604,502,United States,10690,Other lives animals,26355.0
202604,502,United States,20810,"Meat and edible meat offal of rabbits or hares,fresh, chilled or frozen",261250.0
202604,502,United States,30111,Ornamental fish of freshwater,70920.0
202604,502,United States,30199,"Live fish,nes",8579.0
202604,502,United States,30223,"Sole (Solea spp) ,fresh or chilled",5850.0
202604,502,United States,30289,"Other fish,fresh or chilled",252846.0
202604,502,United States,30323,"Tilapias (Oreochromis spp) , frozen",1093469.0
202604,502,United States,30324,"Catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp) , frozen",34344.0
202604,502,United States,30334,"Turbots (Psetta maxima) ,frozen",99513.0
202604,502,United States,30354,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus) ,frozen",68938.0
202604,502,United States,30359,"Other herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae),frozen",91571.0
202604,502,United States,30389,"Other fish ,frozen",5835714.0
202604,502,United States,30461,Frozen fillets of tilapias (Oreochromis spp),1046766.0
202604,502,United States,30462,"Frozen fillets of catfish (Pangasius spp, Silurus spp, Clarias spp, Ictalurus spp)",699405.0
202604,502,United States,30469,"Frozen fillets of carp Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus"", eels ""Anguilla spp."" and snakeheads ""Channa spp.""""",282913.0
202604,502,United States,30471,"Frozen fillets of cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",34922117.0
202604,502,United States,30472,Frozen fillets of haddock (Melanogrammus aeglefinus),10512303.0
202604,502,United States,30474,"Frozen fillets of hake (Merluccius spp, Urophycis spp)",130107.0
202604,502,United States,30475,Frozen fillets of Alaska Pollock (Theragra chalcogramma),5494370.0
202604,502,United States,30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae (excluding cod, haddock, coalfish, hake and Alaska pollack)",133397.0
